Tribe Full Name,Tribe,Tribe Alternate Name,Tribal Component,Salutation,First Name,Middle Name,Last Name,Suffix,aka,Job Title,Organization,BIA Region,BIA Agency,Address 1,Address 2,City,State,StateName,ZIPCode,Alaska,Phone,Fax,E-mail,Web Site,FEDEX Address 1,FEDEX Address 2,FEDEX City,FEDEX State,FEDEX ZipCode,Date Elected,Next Election,Directory,Notes,ANCSA Region,BLM Region,BOR Region,FWS Region,LCC,NPS Region,USGS Region,Latitude,Longitude,Modified
Native Village of Ouzinkie,Ouzinkie,,Tribe,,Robert,,Boskofsky,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 130,,Ouzinkie,AK,Alaska,99644,Yes,(907) 680-2259 / 2217,,nvo.clerk@gmail.com,http://www.ouzinkie.org,,,,,,10/1/2013,10/1/2019,Tribal,"Re-elected, 3 year term",Koniag Inc.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.9236,-152.5022,6/9/2017 17:14
Native Village of Paimiut,Paimiut,,Tribe,,Albert,,Simon,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 230,,Hooper Bay,AK,Alaska,99604,Yes,(907) 561-9878,(907) 563-5398,"hnapoleon@paimiut.org, colleent@nvptc.org; albertpaimiut@yahoo.com",,500 W. 27th Avenue Suite C1,,Anchorage,AK,99503,3/19/2014,3/20/2017,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,61.5311,-166.0967,10/30/2017 9:10
Native Village of Perryville,Perryville,,Tribe,,Gerald,B.,Kosbruk,,,President,,Alaska,Alaska Regional Office,P.O. Box 89,101 1st Ave.,Perryville,AK,Alaska,99648,Yes,(907) 853-2203,(907) 853-2230,nativevillageofperryville@outlook.com,,101 1st Avenue,,Perryville,AK,99648,10/1/1996,10/1/2018,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,55.9128,-159.1456,10/30/2017 9:10
Native Village of Pilot Point,Pilot Point,,Tribe,,Victor,,Seybert,,,President,,Alaska,Alaska Regional Office,P.O. Box 449,,Pilot Point,AK,Alaska,99469,Yes,(907) 797-2208,(907) 797-2258,pilotpointadmin@bbna.com,,,,Pilot Point,AK,99469,2/1/2013,2/2/2015,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.5642,-157.5792,12/12/2017 7:49
Native Village of Pitka's Point,Pitka's Point,,Tribe,,Margaret,,Guidry,,,President,,Alaska,Alaska Regional Office,P.O. Box 127,,St. Mary's,AK,Alaska,99658,Yes,(907) 438-2833,(907) 438-2569,pitkaspoint@yahoo.com,,22 River Front Road,,St. Mary's,AK,99658,6/10/2017,,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,62.0328,-163.2878,12/27/2017 12:31
Native Village of Point Hope,Point Hope IRA,,Tribe,,Eva,,Kinneeveauk,,,President,,Alaska,Fairbanks Agency,P.O. Box 109,,Pt. Hope,AK,Alaska,99766,Yes,(907) 368-2330,(907) 368-2332,popsy@astacalaska.net; executive.director@tikigaq.org,,916 Ippiq Street,,Pt. Hope,AK,99766,,8/1/2018,Tribal,1 yr term; election listed for August,Arctic Slope Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,68.3478,-166.8081,11/17/2017 7:04
Native Village of Point Lay,Point Lay IRA,,Tribe,,James,,Henry,,,President,,Alaska,Fairbanks Agency,P.O. Box 59031,,Point Lay,AK,Alaska,99759,Yes,(907) 833-5052,(907) 833-8868,nvpl.ira@gmail.com,,217 Qigalik Avenue,,Point Lay,AK,99759,8/18/2017,8/18/2018,Tribal,,Arctic Slope Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,69.7575,-163.0511,10/20/2017 5:48
Native Village of Port Graham,Port Graham,,Tribe,,Patrick,N.,Norman,,,First Chief,,Alaska,Alaska Regional Office,P.O. Box 5510,,Port Graham,AK,Alaska,99603-5510,Yes,(907) 284-2227,(907) 284-2222,pnormanvc@hotmail.com,,63795 Graham Road,,Port Graham,AK,99603,3/8/2011,3/1/2017,Tribal,Election listed as month and year,Chugach Alaska Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,59.3514,-151.8297,6/9/2017 17:15
Native Village of Port Heiden,Port Heiden,,Tribe,,John,,Christensen,Jr.,,President,,Alaska,Alaska Regional Office,P.O. Box 49007,,Port Heiden,AK,Alaska,99549,Yes,(907) 837-2296,(907) 837-2297,annie_christensen@hotmail.com,,2200 James Street,,Port Heiden,Alaska,99549,,11/1/2016,Tribal,Election listed as November,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,56.9492,-158.6269,6/9/2017 17:15
Native Village of Port Lions,Port Lions,,Tribe,,Denise,,May,,,President,,Alaska,Alaska Regional Office,P.O. Box 69,2006 Airport Rd.,Port Lions,AK,Alaska,99550,Yes,(907) 454-2234,(907) 454-2434,adminassist@portlionstribe.org; dmay@portlionstribe.org; administrator@portlionstribe.org,,2006 Airport Road,,Port Lions,AK,99550,9/17/2016,9/1/2018,Tribal,Election listed as month; 3 yr term,Koniag Inc.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.8675,-152.8822,6/9/2017 17:16
Native Village of Ruby,Ruby,,Tribe,,Kathryn,,Kangas,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 68210,,Ruby,AK,Alaska,99768,Yes,(907) 468-4497,(907) 468-4474,rubynativecouncil@hotmail.com,,210 Bobby Kennedy Sr Road,,Ruby,AK,99768,10/1/2017,10/1/2018,Tribal,Three Year Term,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,64.7394,-155.4869,3/5/2018 7:37
Native Village of Saint Michael,St. Michael IRA,,Tribe,,Theresa,,Kobuk,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 59050,,St. Michael,AK,Alaska,99659,Yes,(907) 923-2304,(907) 923-2406,tc.smk@kawerak.org,,,,,,,,1/1/2017,Tribal,Next Election listed as month of January,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,63.4781,-162.0392,6/9/2017 17:16
Native Village of Savoonga,Savoonga,,Tribe,,Delbert,,Pungowiyi,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 120,,Savoonga,AK,Alaska,99769,Yes,(907) 984-6414,(907) 984-6027,tc.sva@kawerak.org,,,,,,,,10/1/2016,Tribal,Election listed as October 2016,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Aleutian and Bering Sea Islands,Alaska,Alaska,63.6942,-170.4789,6/9/2017 17:16
Native Village of Scammon Bay,Scammon Bay,,Tribe,,George,,Smith,,,President,,Alaska,Alaska Regional Office,P.O. Box 126,,Scammon Bay,AK,Alaska,99662,Yes,(907) 558-5425,(907) 558-5134,admin@marayarmiut.com; ghsmith99662@gmail.com,,103 Askinuk Street,,Scammon Bay,AK,99662,1/1/2016,12/1/2019,Tribal,3 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,61.8428,-165.5817,10/20/2017 5:46
Native Village of Selawik,Selawik,,Tribe,,Allen,,Ticket,Sr.,,Chairman,,Alaska,Fairbanks Agency,P.O. Box 59,,Selawik,AK,Alaska,99770,Yes,(907) 484-2165,(907) 484-2226,tribeadmin@akuligaq.org,,59 North Tundra Street,,Selawik,AK,99770,10/1/2017,,Tribal,Three Year Term,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,66.6039,-160.0069,11/3/2017 15:04
Native Village of Shaktoolik,Shaktoolik,,Tribe,,Matilda,,Hardy,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 100,100 Main Street,Shaktoolik,AK,Alaska,99771-0100,Yes,(907) 955-3701,(907) 955-2352,ksagoonick@kawerak.org,,,,,,,3/1/2015,3/1/2017,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.3339,-161.1539,6/9/2017 17:17
Native Village of Shishmaref,Shishmaref IRA,,Tribe,,Mollie,,Ningeulook,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 72110,,Shishmaref,AK,Alaska,99772,Yes,(907) 649-3821,(907) 649-2104,tc.shh@kawerak.org,,72029 Lagoon View,,Shishmaref,AK,99772,1/1/2018,1/23/2019,Tribal,2 year terms,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,66.2567,-166.0719,3/5/2018 7:38
Native Village of Shungnak,Shungnak,,Tribe,,Billy,A.,Lee,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 64,,Shungnak,AK,Alaska,99773,Yes,(907) 437-2163,(907) 437-2183,tribeclerk@issingnak.org; tribeadmin@issingnak.org,,24 Andy Lane,,Shungnak,AK,99773,3/2/2016,10/27/2017,Tribal,1 Year Term,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,66.8881,-157.1364,10/20/2017 5:49
Native Village of Stevens,Stevens Village,,Tribe,,Michael,E.,Simon,,,President,,Alaska,Fairbanks Agency,P.O. Box 74016,,Stevens Village,AK,Alaska,99774,Yes,(907) 478-7228,(907) 478-7229,momike419@gmail.com; svs.ira.council@gmail.com,,,,,,,1/1/2017,1/1/2019,Tribal,Election listed only as January; two year term,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.0064,-149.0908,3/23/2018 12:03
Native Village of Tanacross,Tanacross,,Tribe,,Herbert,F.,Demit,,,President,,Alaska,Fairbanks Agency,P.O. Box 76009,,Tanacross,AK,Alaska,99776,Yes,(907) 883-5024,(907) 883-4497,tanacrossvillagecouncil@yahoo.com; hdemit3@gmail.com; isaac_monica@yahoo.com,,1001 Tanacross Boulevard,,Tanacross,AK,99776,,5/1/2017,Tribal,Election states as month of May,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,63.3853,-143.3464,10/20/2017 5:48
Native Village of Tanana,Tanana,,Tribe,,Helium,,Edwardsen,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 130,,Tanana,AK,Alaska,99777,Yes,(907) 366-7160,(907) 366-7195,info@tananatribe.org; serhart@tananatribe.org,,1st Avenue,,Tanana,AK,99777,10/1/2013,7/24/2014,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,65.1719,-152.0789,4/3/2018 8:08
Native Village of Tatitlek,Tatitlek,,Tribe,,David,,Totemoff,,,President,,Alaska,Alaska Regional Office,P.O. Box 171,,Tatitlek,AK,Alaska,99677,Yes,(907) 325-2311,(907) 325-2298,dtotemoff@rocketmail.com; vickyvlasoff_tatira@yahoo.com,,503 Copper Mountain Road,,Tatitlek,AK,99677,11/1/2007,7/22/2014,Tribal,as of 04/28/16 next election undetermined,Chugach Alaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,60.8671,-146.6774,6/9/2017 17:18
Native Village of Tazlina,Tazlina,Tazlina Village Council,Tribe,,Gloria,,Stickwan,,,President,,Alaska,Alaska Regional Office,P.O. Box 87,,Glennallen,AK,Alaska,99588-0087,Yes,(907) 822-4375,(907) 822-5865,tazlina@cvinternet.net; prog.mang.tazlina@cvinternet.net; asst.tazlina@cvinternet.net,,,,,,,,7/1/2017,Tribal,,Ahtna Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.1097,-145.5573,10/20/2017 5:46
Native Village of Teller,Teller,,Tribe,,Jenny,,Lee,,,President,,Alaska,Fairbanks Agency,P.O. Box 567,,Teller,AK,Alaska,99778,Yes,(907) 642-3381,(907) 642-2072,cisabell@kawerak.org,,,,,,,,,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.2636,-166.3608,6/9/2017 17:18
Native Village of Tetlin,Tetlin,,Tribe,,Michael,,Sam,,,President,,Alaska,Fairbanks Agency,P.O. Box 797,,Tok,AK,Alaska,99780,Yes,(907) 883-2021,(907) 883-1267,tetlinvillagecouncil@gmail.com,,MP 1308 Alaska Highway,,Tok,AK,99780,4/3/2015,4/3/2019,Tribal,"Most admin staff reside in Tok, wh; Election every 4 years",Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,63.3367,-142.9856,6/9/2017 17:18
Native Village of Tuntutuliak,Tuntutuliak,,Tribe,,Alice,,Fitka,,,President,,Alaska,Alaska Regional Office,P.O. Box 8086,,Tuntutuliak,AK,Alaska,99680,Yes,(907) 256-2128,(907) 256-2080,dwhite@tuntutuliaktc.org,,Patluska Street,,Tuntutuliak,AK,99680,11/1/2017,11/1/2019,Tribal,2 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.3431,-162.6631,3/7/2018 11:32
Native Village of Tununak,Tununak,,Tribe,,George,B.,Hooper,Jr.,,President,,Alaska,Alaska Regional Office,P.O. Box 77,77 Main St.,Tununak,AK,Alaska,99681,Yes,(907) 652-6527,(907) 652-6011,tribe2work@yahoo.com,,77 Main Street,,Tununak,Ak,99681,9/1/2013,10/31/2019,Tribal,3 year terms,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.6125,-165.0939,6/9/2017 17:33
Native Village of Tyonek,Tyonek,,Tribe,,Arthur,M.,Standifer,,,President,,Alaska,Alaska Regional Office,P.O. Box 82009,,Tyonek,AK,Alaska,99682-0009,Yes,(907) 583-2111,(907) 583-2442,,,100 A Street,,Tyonek,AK,99682,7/16/2016,7/1/2018,Tribal,"3 year term, 9am to 1pm in office",Cook Inlet Region Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,61.0681,-151.1369,6/9/2017 17:33
Native Village of Unalakleet,Unalakleet,,Tribe,,Frank,,Katchatag,,,President,,Alaska,Fairbanks Agency,P.O. Box 270,,Unalakleet,AK,Alaska,99684,Yes,(907) 624-3622,(907) 624-3621,president@unkira.org; admin@unkira.org,,270 Main Street,,Unalakleet,AK,99684,2/3/2018,2/1/2020,Tribal,2 year term,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,63.8731,-160.7881,2/13/2018 11:16
Native Village of Unga,Unga,,Tribe,,John,A.,Foster,,,President,,Alaska,Alaska Regional Office,P.O. Box 508,,Sand Point,AK,Alaska,99661,Yes,(907) 383-2415,(907) 383-5553,ungatribe@arctic.net,,508 Red Cove Road,,Sand Point,Alaska,99661,5/1/2012,5/1/2018,Tribal,,The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,55.3397,-160.4972,6/9/2017 17:33
Native Village of Venetie Tribal Government (Arctic Village and Village of Venetie),Venetie IRA,"Arctic Village, Village of Venetie",Tribe,,Steve,D.,Frank,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 81080,,Venetie,AK,Alaska,99781,Yes,(907) 849-8165,(907) 849-8097,venetietribal@yahoo.com,,,,,,,,,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,67.0139,-146.4186,4/11/2018 11:51
Native Village of Wales,Wales,,Tribe,,Anna,,Oxereok,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 549,,Wales,AK,Alaska,99783,Yes,(907) 664-3062,(907) 664-3062,tc.waa@kawerak.org,http://www.kawerak.org,500 Airport Way,,Wales,AK,99783,6/1/2013,6/1/2017,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.6092,-168.0875,6/9/2017 17:33
Native Village of White Mountain,White Mountain AK,,Tribe,,Lincoln,M.,Simon,Sr.,,President,,Alaska,West-Central Alaska Agency,P.O. Box 84090,,White Mountain,AK,Alaska,99784,Yes,(907) 638-3651,(907) 638-3652,tc.wmo@kawerak.org,,101 White Mountain Hill Road,,White Mountain,AK,99784,12/29/2015,12/31/2017,Tribal,Re-elected; President elected yearly.,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.6814,-163.4056,6/9/2017 17:34
Nenana Native Association,Nenana,,Tribe,,Janet,,Allen,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 369,,Nenana,AK,Alaska,99760,Yes,(907) 832-5461,(907) 832-1077,ta.nnc@outlook.com; jrallen907@gmail.com,,,,,,,,12/1/2017,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,64.5639,-149.0931,3/5/2018 7:37
New Koliganek Village Council,New Koliganek,,Tribe,,Herman,,Nelson,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 5057,,Koliganek,AK,Alaska,99576,Yes,(907) 596-3434,(907) 596-3462,newkgkvc@hotmail.com,,,,,,,,,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.7286,-157.2844,6/9/2017 17:34
New Stuyahok Village,New Stuyahok,New Stuyahok Traditional Council,Tribe,,Wasillie,,Andrews,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 48,,New Stuyahok,AK,Alaska,99636,Yes,(907) 693-3173,(907) 693-3148,newstutribe@gmail.com,,,,,,,12/1/2015,12/29/2017,Tribal,Term ends December 2019,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.4528,-157.3119,12/12/2017 7:49
Newhalen Village,Newhalen,,Tribe,,Henry,,Olympic,,,President,,Alaska,Alaska Regional Office,P.O. Box 207,,Newhalen,AK,Alaska,99606,Yes,(907) 571-1410,(907) 571-1537,newhalentribal@yahoo.com,,100 Power Lane Drive,,Newhalen,AK,99606,10/3/2017,10/2/2018,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.72,-154.8972,3/5/2018 7:37
Newtok Village,Newtok,Newtok Village Council,Tribe,,Paul,,Charles,,,President,,Alaska,Alaska Regional Office,P.O. Box 5596,,Newtok,AK,Alaska,99559,Yes,(907) 237-2202,(907) 237-2210,newtokvillagecouncil.member@gmail.com; wwt10nnc@gmail.com; bunjing2@gmail.com,,100 Armory Road PO Box 5596,,Newtok,Alaska,99559,10/1/2012,10/1/2018,Tribal,6 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.9425,-164.6419,3/7/2018 11:32
Nikolai Village,Nikolai,,Tribe,,Nick,,Alexia,Sr.,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 9107,,Nikolai,AK,Alaska,99691,Yes,(907) 293-2311,(907) 293-2481,beverly.gregory@tananachiefs.org; nickalexia@hotmail.com,,,,,,,10/14/2013,10/1/2017,Tribal,Election listed only as month,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,63.0133,-154.375,6/9/2017 17:34
Ninilchik Village,Ninilchik,,Tribe,,Richard,G.,Encelewski,,,President,,Alaska,Alaska Regional Office,P.O. Box 39070,,Ninilchik,AK,Alaska,99639,Yes,(907) 567-3313,(907) 567-3308,ntc@ninilchiktribe-nsn.gov; ivan@ninilchiktribe-nsn.gov,http://www.ninilchiktribe-nsn.gov,15910 Sterling Highway,,Ninilchik,AK,99639,11/6/2012,11/14/2016,Tribal,,Cook Inlet Region Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,60.0514,-151.6689,6/9/2017 17:35
Nome Eskimo Community,Nome,,Tribe,,Shane,,Smithhisler,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 1090,,Nome,AK,Alaska,99762,Yes,(907) 443-2246,(907) 443-3539,nomeeskimo@gci.net; info@necalaska.org,http://www.necalaska.org,200 W. 5th Avenue,,Nome,AK,99762,,,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.5011,-165.4064,6/9/2017 17:35
Nondalton Village,Nondalton,Nondalton Tribal Council,Tribe,,William,,Evanoff,,,President,,Alaska,Alaska Regional Office,P.O. Box 49,,Nondalton,AK,Alaska,99640,Yes,(907) 294-2257,(907) 294-2271,nondaltontribe@yahoo.com; ntcfsilas@yahoo.com ,,101 Log Cabin Road,,Nondalton,AK,99640,11/12/2012,11/1/2018,Tribal,"Re-Elected, 3 year term",Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.9736,-154.8458,10/20/2017 5:46
Noorvik Native Community,Noorvik,,Tribe,,Elsie,,Sampson,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 209,,Noorvik,AK,Alaska,99763,Yes,(907) 636-2144,(907) 636-2284,"tribemanager@nuurvik.org, transportation@nuurvik.org",,20 Northwind Drive,,Noorvik,AK,99763,10/11/2017,10/11/2018,Tribal,1 year term,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.8383,-161.0328,12/20/2017 7:41
Northway Village,Northway,Northway Village Council,Tribe,,Gerald,,Albert,,,President,,Alaska,Fairbanks Agency,P.O. Box 516,,Northway,AK,Alaska,99764,Yes,(907) 778-2311,(907) 778-2220,nicholr@aptalaska.net; nvcta@aptalaska.net,http://www.northwayvillagecouncil.org,,,,,,4/1/2017,4/1/2018,Tribal,"2 years staggered terms; 3 seats elected first year, 4 seats elected following year",Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.9617,-141.9372,3/5/2018 7:38
Nulato Village,Nulato,Nulato Tribal Council,Tribe,,Michael,J.,Stickman,,,1st Chief,Nulato Tribal Council,Alaska,Fairbanks Agency,P.O. Box 65049,,Nulato,AK,Alaska,99765,Yes,(907) 898-2339,(907) 898-2207,nulatotribe@hotmail.com,,100 Kateel Avenue,,Nulato,AK,99765,1/13/2017,1/1/2018,Tribal,Election listed only as month of January,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,64.7194,-158.1031,6/12/2017 11:17
Nunakauyarmiut Tribe,Nunakauyarmiut,,Tribe,,Florence,P.,Therchik,,,President,,Alaska,Alaska Regional Office,P.O. Box 37008,,Toksook Bay,AK,Alaska,99637-7008,Yes,(907) 427-7114,(907) 427-7714,nunakauyak@ak.net; wjulius_ntc@ak.net,,101 Descout Road,,Toksook Bay,AK,99637-7048,9/1/2015,10/1/2018,Tribal,"Next Election 2018, three year term.",Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.5303,-165.1025,12/12/2017 7:50
Organized Village of Grayling (aka Holikachuk),Grayling,Holikachuk,Tribe,,Gabriel,H.,Nicholi,Sr.,,Chief,,Alaska,Fairbanks Agency,P.O. Box 49,,Grayling,AK,Alaska,99590,Yes,(907) 453-5116,(907) 453-5146,nicholi_sa6919@yahoo.com,,49 Main Street,,Grayling,AK,99590,,,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.9036,-160.0647,6/9/2017 17:36
Organized Village of Kake,Kake,,Tribe,,Joel,M.,Jackson,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 316,,Kake,AK,Alaska,99830-0316,Yes,(907) 785-6471,(907) 785-4902,dsjackson@kakefirstnation.org; donna@kakefirstnation.org; hr@kakefirstnation.org,Orgnanized Village of Kake website,541 Keku Road,,Kake,AK,99830,4/20/2017,4/18/2019,Tribal,2 year term,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,56.9758,-133.9472,10/23/2017 10:38
Organized Village of Kasaan,Kasaan,,Tribe,,Ronald,,Leighton,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 26 - Kasaan,,Ketchikan,AK,Alaska,99950-0340,Yes,(907) 542-2230,(907) 542-3006,paula@kasaan.org; akdilligas060@gmail.com,http://www.kasaan.org,,,,,,4/30/2018,,Tribal,1 year term,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,55.5389,-132.4008,5/3/2018 6:56
Organized Village of Kwethluk,Kwethluk,Kwethluk IRA,Tribe,,Tanya,,Epchook,,,President,,Alaska,Alaska Regional Office,P.O. Box 130,,Kwethluk,AK,Alaska,99621-0130,Yes,(907) 757-6714,(907) 757-6328,kwethlukira@gmail.com,,,,,,,10/1/2015,10/1/2018,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.8122,-161.4358,2/27/2018 13:38
Organized Village of Saxman,Saxman,Saxman IRA,Tribe,,Lee,,Wallace,,,President,,Alaska,West-Central Alaska Agency,Route 2,Box 28,Ketchikan,AK,Alaska,99901,Yes,(907) 247-2502,(907) 247-2504,saxmanira@kpunet.net; iragovt@kpunet.net,,2706 S Tongass Hwy,,Ketchikan,AK,99901,4/1/2004,4/20/2017,Tribal,President the last 13 years,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,55.3422,-131.6461,10/20/2017 5:49
Orutsararmiut Traditional Native Council,Orutsararmiut,Orutsararmuit Native Village (aka Bethel),Tribe,,Walter,,Jim,,,Chairman,,Alaska,Alaska Regional Office,P.O. Box 927,,Bethel,AK,Alaska,99559,Yes,(907) 543-2608,(907) 543-2639,rhoffman@nativecouncil.org; ipavila@nativecouncil.org; salexie@nativecouncil.org,http://www.nativecouncil.org,,,,,,,3/2/2015,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.7922,-161.7558,10/30/2017 9:10
Oscarville Traditional Village,Oscarville,,Tribe,,Nicolai,,Stevens,,,President,,Alaska,Alaska Regional Office,P.O. Box 6129,,Napaskiak,AK,Alaska,99559,Yes,(907) 737-7099,(907) 737-7428,mstevens@avcp.org,,,,,,,11/5/2012,11/1/2017,Tribal,re-elected,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.7068,-161.7624,6/9/2017 17:37
Pauloff Harbor Village,Pauloff Harbor,,Tribe,,William,,Dushkin,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 97,,Sand Point,AK,Alaska,99661,Yes,(907) 383-6075,(907) 383-6094,pauloffadmn@outlook.com,http://www.pauloffharbortribe.org,,,,,,5/18/2017,5/17/2018,Tribal,,The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,55.3397,-160.4972,6/12/2017 11:10
Pedro Bay Village,Pedro Bay,,Tribe,,Keith,,Jensen,,,President,,Alaska,Alaska Regional Office,P.O. Box 47020,2516 Mountain Circle,Pedro Bay,AK,Alaska,99647,Yes,(907) 850-2225,(907) 850-2221,villagecouncil@pedrobay.com,http://www.pedrobay.com,2516 Mountain Circle,,Pedro Bay,AK,99647,6/1/2016,5/1/2019,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.7872,-154.1061,6/9/2017 17:37
Petersburg Indian Association,Petersburg,,Tribe,,Tracy,,Welch,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 1418,,Petersburg,AK,Alaska,99833,Yes,(907) 772-3636,(907) 772-3637,accountant@piatribal.org,,15 N. 12th Street,,Petersburg,AK,99833,2/1/2016,1/31/2017,Tribal,,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,56.8125,-132.9556,12/12/2017 7:52
